iter	Logloss
213	0.47930837
214	0.4792351359
215	0.4791954727
216	0.4791640894
217	0.4791107905
218	0.4790388505
219	0.4789964807
220	0.4789517957
221	0.4789033398
222	0.4788465658
223	0.4788032494
224	0.4787702609
225	0.4787467617
226	0.4786990457
227	0.478635756
228	0.4785916759
229	0.4785629402
230	0.4785255658
231	0.4784755702
232	0.4784244468
233	0.4783623632
234	0.4783135791
235	0.4782740825
236	0.4782346674
237	0.478170584
238	0.4781184021
239	0.4780747925
240	0.4780495285
241	0.477996771
242	0.477930514
243	0.4778857656
244	0.4778314189
245	0.4777939204
246	0.4777297865
247	0.4776474904
248	0.4775819347
249	0.47752967
250	0.4774767926
251	0.4774610589
252	0.4774110262
253	0.4773555349
254	0.4773324768
255	0.4772842351
256	0.4772710542
257	0.4772247691
258	0.4771747058
259	0.4771220619
260	0.477083275
261	0.4770251679
262	0.4769571428
263	0.4769154892
264	0.476877872
265	0.4768391419
266	0.4767647593
267	0.4767131766
268	0.4766692469
269	0.4766504635
270	0.4765925596
271	0.4765544884
272	0.4765182184
273	0.4765013194
274	0.4764453537
275	0.4763962352
276	0.4763110426
277	0.476250413
278	0.4761902919
279	0.4761488814
280	0.4760955618
281	0.4760692001
282	0.4760277499
283	0.475980934
284	0.4758981046
285	0.4758657756
286	0.4758242731
287	0.475804732
288	0.4757580326
289	0.4757111593
290	0.4756547237
291	0.4755913775
292	0.4755566229
293	0.4754988628
294	0.4754637156
295	0.4754286952
296	0.4753523193
297	0.4753153633
298	0.4752830707
299	0.4752266866
300	0.4751967913
301	0.4751565167
302	0.4750993225
303	0.4750495429
304	0.4749806564
305	0.4749407198
306	0.4748761052
307	0.4748386303
308	0.474802829
309	0.4747586727
310	0.4746950839
311	0.4746316994
312	0.4746005469
313	0.4745552856
314	0.474500904
315	0.4744562112
316	0.4744151358
317	0.4743704253
318	0.4743276575
319	0.4742940408
320	0.4742450947
321	0.4742003994
322	0.4741533736
323	0.4740926184
324	0.4740307891
325	0.4739733829
326	0.473907662
327	0.473869042
328	0.4738302278
329	0.473790922
330	0.4737659763
331	0.4737079859
332	0.473661971
333	0.4736104561
334	0.4735624609
335	0.4735265138
336	0.4735043159
337	0.4734762597
338	0.4734423569
339	0.4734093594
340	0.473363097
341	0.4733259296
342	0.4733079868
343	0.473272626
344	0.4732550716
345	0.4731900249
346	0.4731684621
347	0.4731079301
348	0.4730763306
349	0.4730272767
350	0.4729754442
351	0.4729235732
352	0.4728829812
353	0.4728323287
354	0.4727947677
355	0.4727433529
356	0.4726986997
357	0.472658052
358	0.4726281004
359	0.4725586416
360	0.4724852492
361	0.4724366737
362	0.4724084011
363	0.472388306
364	0.4723537157
365	0.4723247216
366	0.4723050217
367	0.4722422984
368	0.4721935256
369	0.4721396349
370	0.4720993391
371	0.4720543143
372	0.4720201231
373	0.4719831295
374	0.4719323858
375	0.4719023131
376	0.4718338138
377	0.4717966292
378	0.4717606195
379	0.4717146508
380	0.4716656379
381	0.4716392467
382	0.4715853892
383	0.4715380698
384	0.4715081897
385	0.4714607598
386	0.4714183859
387	0.4713786392
388	0.4713339159
389	0.4712922487
390	0.471268023
391	0.4711951309
392	0.4711406801
393	0.4711066467
394	0.4710944418
395	0.4710420713
396	0.4709818364
397	0.4709389662
398	0.4709040366
399	0.4708617046
400	0.470827515
401	0.4707937072
402	0.4707602973
403	0.4707063948
404	0.4706844049
405	0.4706343471
406	0.4705918446
407	0.4705542695
408	0.4705453031
409	0.4705094599
410	0.4704693219
411	0.4704531059
412	0.4704235463
413	0.4703914887
414	0.4703650525
415	0.470334871
416	0.4702791875
417	0.4702527157
418	0.4702397997
419	0.4701960035
420	0.4701554978
421	0.4701051585
422	0.4700450207
423	0.4699810024
424	0.4699592016
425	0.4699182341
426	0.4698860628
427	0.4698805562
428	0.4698511884
429	0.4697923965
430	0.4697320063
431	0.4696980684
432	0.4696635732
433	0.4696267771
434	0.4695874609
435	0.4695424966
436	0.4695114073
437	0.4694548988
438	0.4694203176
439	0.4693643971
440	0.4693285678
441	0.4693057461
442	0.4692711603
443	0.4692321391
444	0.4691743212
445	0.4691465642
446	0.4691006935
447	0.4690667908
448	0.4690354536
449	0.4690091668
450	0.4689931781
451	0.4689457673
452	0.4688729593
453	0.4688581639
454	0.4688201716
455	0.4688055665
456	0.4687724091
457	0.4687203489
458	0.4686925106
459	0.4686717422
460	0.4686414925
461	0.4686167749
462	0.468580589
463	0.4685400008
464	0.4684675892
465	0.468402757
466	0.4683453146
467	0.4682911771
468	0.4682532149
469	0.4682323114
470	0.4681915224
471	0.4681241356
472	0.4680848918
473	0.4680478631
474	0.4680132464
475	0.4679440158
476	0.4679000747
477	0.46784277
478	0.4678098659
479	0.467763214
480	0.4677411866
481	0.4676784255
482	0.4676336598
483	0.467592071
484	0.4675629499
485	0.4675295808
486	0.4674986993
487	0.4674512831
488	0.4674174396
489	0.4673666709
490	0.4673152364
491	0.4672524487
492	0.4672048463
493	0.4671741782
494	0.4671302548
495	0.4670823106
496	0.4670507852
497	0.4670054843
498	0.466967594
499	0.4668914615
500	0.4668626532
501	0.4668257288
502	0.4667662679
503	0.4667368279
504	0.4666789053
505	0.4666340014
506	0.4666004432
507	0.4665598422
508	0.4665238435
509	0.4664686172
510	0.4664432763
511	0.4664166058
512	0.4663770803
513	0.4663476625
514	0.4662895871
515	0.4662431775
516	0.4662250494
517	0.4661820403
518	0.4661463245
519	0.4660946131
520	0.4660543055
521	0.4660015976
522	0.4659710059
523	0.4659278823
524	0.4658991611
525	0.4658639715
526	0.4658272459
527	0.4657769644
528	0.4657344045
529	0.4657043097
530	0.4656441703
531	0.4656299276
532	0.4656098514
533	0.4655809813
534	0.4655536848
535	0.4655177528
536	0.465476819
537	0.4654450677
538	0.4654134414
539	0.465375871
540	0.4653425534
541	0.4653098503
542	0.4652638174
543	0.4652165428
544	0.4651887203
545	0.4651671446
546	0.4651365303
547	0.4651145624
548	0.4650846973
549	0.4650591421
550	0.465021775
551	0.4649878316
552	0.4649649688
553	0.4649246643
554	0.464903673
555	0.4648387596
556	0.4647901928
557	0.4647298865
558	0.4647034914
559	0.4646508867
560	0.4646217581
561	0.4645735767
562	0.4645357096
563	0.4645268731
564	0.4644830537
565	0.4644688599
566	0.4644051197
567	0.4643968815
568	0.4643606211
569	0.4643053116
570	0.4642801983
571	0.4642421198
572	0.4642000823
573	0.4641617019
574	0.4641226066
575	0.4641042059
576	0.4640820633
577	0.4640749532
578	0.4640362723
579	0.4640006654
580	0.4639900057
581	0.4639544036
582	0.4639136612
583	0.4638808094
584	0.4638474296
585	0.4638062339
586	0.4637646739
587	0.4637334153
588	0.4636881177
589	0.4636562926
590	0.4636179156
591	0.4635748988
592	0.4635457438
593	0.4634955304
594	0.4634666624
595	0.4634512577
596	0.4634079876
597	0.4633836664
598	0.4633424175
599	0.4633033709
600	0.4632630593
601	0.4632252305
602	0.4631783476
603	0.4631398728
604	0.4630789893
605	0.4630624245
606	0.4630070942
607	0.4629883131
608	0.4629511955
609	0.4629070134
610	0.4628859671
611	0.4628521578
612	0.4628124174
613	0.4627818896
614	0.462743321
615	0.4627062164
616	0.4626542575
617	0.4626161059
618	0.4625705805
619	0.4625359363
620	0.4625030251
621	0.4624803723
622	0.4624496061
623	0.4624287014
624	0.4623964249
625	0.4623794176
626	0.4623377903
627	0.4623100729
628	0.4622811908
629	0.4622751594
630	0.4622140838
631	0.4621799332
632	0.4621399675
633	0.4621199099
634	0.4620970391
635	0.4620442395
636	0.4619857916
637	0.4619284097
638	0.4618990307
639	0.4618440271
640	0.461810822
641	0.4617748765
642	0.4617441859
643	0.4617013696
644	0.4616645479
645	0.4616078177
646	0.4615795052
647	0.46154335
648	0.461521091
649	0.4614799932
650	0.4614255174
651	0.4614038382
652	0.4613926503
653	0.461358656
654	0.4613269486
655	0.4612874152
656	0.4612743313
657	0.461229891
658	0.4612105875
659	0.4611618211
660	0.4611350176
661	0.4610990626
662	0.4610735151
663	0.4610370768
664	0.4610048012
665	0.46098564
666	0.4609509104
667	0.4609388268
668	0.4608822742
669	0.4608466839
670	0.4608233398
671	0.4608061159
672	0.460760835
673	0.4607319571
674	0.4606834351
675	0.4606713945
676	0.4606441315
677	0.4605930072
678	0.4605571357
679	0.4604920389
680	0.4604687773
681	0.4604366843
682	0.4604064024
683	0.4603779756
684	0.4603495124
685	0.4603303891
686	0.4603099615
687	0.4602496222
688	0.4602165029
689	0.460184708
690	0.4601700674
691	0.4601292087
692	0.4600878224
693	0.4600307014
694	0.4599871029
695	0.4599608736
696	0.4599216073
697	0.4598806479
698	0.4598547063
699	0.4598338936
700	0.4597832347
701	0.4597481536
702	0.459713426
703	0.4596710722
704	0.4596544301
705	0.4596300532
706	0.4596009335
707	0.4595714032
708	0.4595432083
709	0.4595108572
710	0.4594750407
711	0.4594346229
712	0.4594042868
713	0.4593632453
714	0.459310167
715	0.4592679897
716	0.4592352985
717	0.4592050377
718	0.459199253
719	0.4591802402
720	0.459162569
721	0.4591378866
722	0.4591096047
723	0.459070432
724	0.4590479917
725	0.4590241875
726	0.4590025353
727	0.4589582709
728	0.4589255153
729	0.4588753105
730	0.4588475393
731	0.4588087278
732	0.4587852135
733	0.4587591232
734	0.4587226363
735	0.4586991678
736	0.4586744148
737	0.4586425315
738	0.4586151291
739	0.4585844991
740	0.4585269798
741	0.4585058349
742	0.4584679077
743	0.4584507882
744	0.458418322
745	0.4583753518
746	0.4583530682
747	0.4583049851
748	0.4582828695
749	0.4582159408
750	0.4582001977
751	0.458159062
752	0.4581388826
753	0.4581067079
754	0.4580815767
755	0.4580585283
756	0.4580417182
757	0.4580161
758	0.4579627932
759	0.4579222699
760	0.4578966578
761	0.4578528051
762	0.4578361647
763	0.4578063279
764	0.4577658869
765	0.4577348263
766	0.4577125128
767	0.4576664374
768	0.4576296961
769	0.4575832195
770	0.4575617695
771	0.4575329811
772	0.4574879382
773	0.457458312
774	0.4574413313
775	0.4574134544
776	0.4573972403
777	0.4573500793
778	0.457321567
779	0.4572696391
780	0.4572399842
781	0.4571877148
782	0.457177679
783	0.4571421422
784	0.4571301504
785	0.457096503
786	0.4570784244
787	0.4570542118
788	0.4570266783
789	0.4569938938
790	0.4569574317
791	0.4569052431
792	0.4568854059
793	0.4568578066
794	0.4568274615
795	0.4567860727
796	0.4567656988
797	0.45672836
798	0.456720615
799	0.4567058401
800	0.4566789197
801	0.4566451613
802	0.4566379019
803	0.4566207073
804	0.4566066317
805	0.4565724314
806	0.4565466093
807	0.4565135302
808	0.4564842469
809	0.4564639318
810	0.4564353581
811	0.4563806291
812	0.4563626912
813	0.4563289193
814	0.4562925666
815	0.4562617616
816	0.4562363414
817	0.45620811
818	0.4561747604
819	0.4561539212
820	0.4561102405
821	0.4560848592
822	0.4560610678
823	0.4560436127
824	0.456015776
825	0.4559850643
826	0.4559726923
827	0.4559533864
828	0.4559105801
829	0.4558749307
830	0.4558444927
831	0.4558148948
832	0.4557805125
833	0.455761184
834	0.4557475789
835	0.4557249638
836	0.4556912011
837	0.4556731944
838	0.4556596384
839	0.4556147355
840	0.4555836349
841	0.4555693442
842	0.4555458758
843	0.455518214
844	0.4554989099
845	0.455456564
846	0.4554453615
847	0.455431903
848	0.4553960813
849	0.4553724836
850	0.4553600073
851	0.4553345939
852	0.4552813232
853	0.4552544554
854	0.4552158657
855	0.4552010871
856	0.4551914926
857	0.4551699612
858	0.4551289709
859	0.4551056503
860	0.4550715714
861	0.455050777
862	0.4550353549
863	0.4550074993
864	0.4549652749
865	0.4549223862
866	0.4549017929
867	0.4548666142
868	0.4548249925
869	0.4547824134
870	0.4547556204
871	0.4547175525
872	0.4546882663
873	0.4546381478
874	0.4546258522
875	0.4546139746
876	0.4545647553
877	0.4545276729
878	0.4545004434
879	0.4544935026
880	0.4544661527
881	0.4544295652
882	0.4543925398
883	0.4543495125
884	0.4543021813
885	0.4542756603
886	0.4542624753
887	0.4542419593
888	0.4542194978
889	0.4541928903
890	0.4541462922
891	0.4541277959
892	0.4541037096
893	0.4540807597
894	0.4540328722
895	0.4540121567
896	0.4539709541
897	0.453961636
898	0.4539211737
899	0.4538829697
900	0.4538450964
901	0.4538233804
902	0.4537771312
903	0.4537545162
904	0.4537376617
905	0.4536934741
906	0.453666619
907	0.4536467794
908	0.4535962061
909	0.4535580728
910	0.4535250246
911	0.4534930532
912	0.4534454364
913	0.4534318704
914	0.4534010069
915	0.4533785001
916	0.4533666691
917	0.4533444188
918	0.4533022996
919	0.453277477
920	0.453234484
921	0.4532071418
922	0.4531571022
923	0.4531338617
924	0.4531067426
925	0.4530803071
926	0.4530454781
927	0.4530339623
928	0.4529979735
929	0.4529779338
930	0.4529546985
931	0.4529364993
932	0.4529036905
933	0.4528554384
934	0.4528333431
935	0.4528153377
936	0.4527901671
937	0.4527672589
938	0.45275015
939	0.452726724
940	0.4527024575
941	0.4526744467
942	0.4526514324
943	0.4526377377
944	0.4526250184
945	0.4525955824
946	0.4525467825
947	0.4525327896
948	0.4525278843
949	0.4525101434
950	0.4524778345
951	0.4524579821
952	0.45242452
953	0.4524087002
954	0.4523710232
955	0.4523534151
956	0.4523451627
957	0.4523346415
958	0.4523009149
959	0.4522416495
960	0.4522160398
961	0.4521999308
962	0.4521838088
963	0.4521724518
964	0.4521437895
965	0.4521137933
966	0.4520726532
967	0.4520426909
968	0.4520309625
969	0.4520121383
970	0.4519869219
971	0.4519498331
972	0.4519362897
973	0.4519203114
974	0.4518956941
975	0.4518862481
976	0.451865594
977	0.4518222474
978	0.4517821836
979	0.4517708464
980	0.4517357695
981	0.4517135943
982	0.4516800886
983	0.4516568022
984	0.4516392506
985	0.451596971
986	0.4515719653
987	0.451539566
988	0.4515008401
989	0.4514614707
990	0.4514385345
991	0.4514251136
992	0.4514120374
993	0.4513828279
994	0.4513376084
995	0.4512974616
996	0.4512764466
997	0.4512690273
998	0.4512444046
999	0.4512266877
